"RamDA_mESC_00h_A04"	"RamDA_mESC_00h_A05"	"RamDA_mESC_00h_A06"	"RamDA_mESC_00h_A07"	"RamDA_mESC_00h_A08"	"RamDA_mESC_00h_A09"	"RamDA_mESC_00h_A10"	"RamDA_mESC_00h_A11"	"RamDA_mESC_00h_A12"	"RamDA_mESC_00h_B01"	"RamDA_mESC_00h_B02"	"RamDA_mESC_00h_B03"	"RamDA_mESC_00h_B04"	"RamDA_mESC_00h_B05"	"RamDA_mESC_00h_B06"	"RamDA_mESC_00h_B07"	"RamDA_mESC_00h_B08"	"RamDA_mESC_00h_B09"	"RamDA_mESC_00h_B10"	"RamDA_mESC_00h_B11"	"RamDA_mESC_00h_B12"	"RamDA_mESC_00h_C01"	"RamDA_mESC_00h_C02"	"RamDA_mESC_00h_C03"	"RamDA_mESC_00h_C04"	"RamDA_mESC_00h_C05"	"RamDA_mESC_00h_C06"	"RamDA_mESC_00h_C07"	"RamDA_mESC_00h_C08"	"RamDA_mESC_00h_C09"	"RamDA_mESC_00h_C10"	"RamDA_mESC_00h_C11"	"RamDA_mESC_00h_D01"	"RamDA_mESC_00h_D02"	"RamDA_mESC_00h_D03"	"RamDA_mESC_00h_D04"	"RamDA_mESC_00h_D05"	"RamDA_mESC_00h_D06"	"RamDA_mESC_00h_D07"	"RamDA_mESC_00h_D08"	"RamDA_mESC_00h_D09"	"RamDA_mESC_00h_D10"	"RamDA_mESC_00h_D11"	"RamDA_mESC_00h_D12"	"RamDA_mESC_00h_E01"	"RamDA_mESC_00h_E02"	"RamDA_mESC_00h_E03"	"RamDA_mESC_00h_E04"	"RamDA_mESC_00h_E05"	"RamDA_mESC_00h_E06"	"RamDA_mESC_00h_E07"	"RamDA_mESC_00h_E08"	"RamDA_mESC_00h_E09"	"RamDA_mESC_00h_E10"	"RamDA_mESC_00h_E11"	"RamDA_mESC_00h_E12"	"RamDA_mESC_00h_F01"	"RamDA_mESC_00h_F02"	"RamDA_mESC_00h_F03"	"RamDA_mESC_00h_F04"	"RamDA_mESC_00h_F05"	"RamDA_mESC_00h_F06"	"RamDA_mESC_00h_F07"	"RamDA_mESC_00h_F08"	"RamDA_mESC_00h_F09"	"RamDA_mESC_00h_F10"	"RamDA_mESC_00h_F11"	"RamDA_mESC_00h_F12"	"RamDA_mESC_00h_G01"	"RamDA_mESC_00h_G02"	"RamDA_mESC_00h_G03"	"RamDA_mESC_00h_G04"	"RamDA_mESC_00h_G05"	"RamDA_mESC_00h_G06"	"RamDA_mESC_00h_G07"	"RamDA_mESC_00h_G08"	"RamDA_mESC_00h_G09"	"RamDA_mESC_00h_G10"	"RamDA_mESC_00h_G11"	"RamDA_mESC_00h_G12"	"RamDA_mESC_00h_H01"	"RamDA_mESC_00h_H02"	"RamDA_mESC_00h_H03"	"RamDA_mESC_00h_H04"	"RamDA_mESC_00h_H05"	"RamDA_mESC_00h_H06"	"RamDA_mESC_00h_H07"	"RamDA_mESC_00h_H08"	"RamDA_mESC_00h_H09"	"RamDA_mESC_00h_H10"	"RamDA_mESC_00h_H11"	"RamDA_mESC_00h_H12"	"RamDA_mESC_72h_A04"	"RamDA_mESC_72h_A05"	"RamDA_mESC_72h_A06"	"RamDA_mESC_72h_A07"	"RamDA_mESC_72h_A08"	"RamDA_mESC_72h_A09"	"RamDA_mESC_72h_A10"	"RamDA_mESC_72h_A11"	"RamDA_mESC_72h_A12"	"RamDA_mESC_72h_B01"	"RamDA_mESC_72h_B02"	"RamDA_mESC_72h_B03"	"RamDA_mESC_72h_B04"	"RamDA_mESC_72h_B05"	"RamDA_mESC_72h_B06"	"RamDA_mESC_72h_B07"	"RamDA_mESC_72h_B08"	"RamDA_mESC_72h_B09"	"RamDA_mESC_72h_B10"	"RamDA_mESC_72h_B11"	"RamDA_mESC_72h_B12"	"RamDA_mESC_72h_C01"	"RamDA_mESC_72h_C02"	"RamDA_mESC_72h_C03"	"RamDA_mESC_72h_C04"	"RamDA_mESC_72h_C05"	"RamDA_mESC_72h_C06"	"RamDA_mESC_72h_C07"	"RamDA_mESC_72h_C08"	"RamDA_mESC_72h_C09"	"RamDA_mESC_72h_C10"	"RamDA_mESC_72h_C11"	"RamDA_mESC_72h_C12"	"RamDA_mESC_72h_D01"	"RamDA_mESC_72h_D02"	"RamDA_mESC_72h_D03"	"RamDA_mESC_72h_D04"	"RamDA_mESC_72h_D05"	"RamDA_mESC_72h_D06"	"RamDA_mESC_72h_D07"	"RamDA_mESC_72h_D08"	"RamDA_mESC_72h_D09"	"RamDA_mESC_72h_D10"	"RamDA_mESC_72h_D11"	"RamDA_mESC_72h_D12"	"RamDA_mESC_72h_E01"	"RamDA_mESC_72h_E02"	"RamDA_mESC_72h_E03"	"RamDA_mESC_72h_E04"	"RamDA_mESC_72h_E05"	"RamDA_mESC_72h_E06"	"RamDA_mESC_72h_E07"	"RamDA_mESC_72h_E08"	"RamDA_mESC_72h_E09"	"RamDA_mESC_72h_E10"	"RamDA_mESC_72h_E11"	"RamDA_mESC_72h_E12"	"RamDA_mESC_72h_F01"	"RamDA_mESC_72h_F02"	"RamDA_mESC_72h_F03"	"RamDA_mESC_72h_F04"	"RamDA_mESC_72h_F05"	"RamDA_mESC_72h_F06"	"RamDA_mESC_72h_F07"	"RamDA_mESC_72h_F08"	"RamDA_mESC_72h_F09"	"RamDA_mESC_72h_F10"	"RamDA_mESC_72h_F11"	"RamDA_mESC_72h_F12"	"RamDA_mESC_72h_G01"	"RamDA_mESC_72h_G02"	"RamDA_mESC_72h_G03"	"RamDA_mESC_72h_G04"	"RamDA_mESC_72h_G05"	"RamDA_mESC_72h_G06"	"RamDA_mESC_72h_G07"	"RamDA_mESC_72h_G08"	"RamDA_mESC_72h_G09"	"RamDA_mESC_72h_G10"	"RamDA_mESC_72h_G11"	"RamDA_mESC_72h_G12"	"RamDA_mESC_72h_H01"	"RamDA_mESC_72h_H02"	"RamDA_mESC_72h_H03"	"RamDA_mESC_72h_H04"	"RamDA_mESC_72h_H05"	"RamDA_mESC_72h_H06"	"RamDA_mESC_72h_H07"	"RamDA_mESC_72h_H08"	"RamDA_mESC_72h_H09"	"RamDA_mESC_72h_H10"	"RamDA_mESC_72h_H11"	"RamDA_mESC_72h_H12"
"ENSMUST00000061280.16"	9.4972	4.69007	9.00846	4.67856	1.32461	8.23923	2.92523	2.36196	3.08804	4.5139	4.73015	2.10533	6.5543	5.92196	5.85888	4.65076	3.51565	5.50597	4.62753	3.27388	7.27797	5.67937	4.77797	5.76229	6.85071	4.29761	4.9721	4.94428	1.96747	9.81064	2.17677	4.40915	2.78799	4.37429	6.41482	7.37478	6.92372	5.52575	5.49455	6.80451	3.58849	11.5674	3.45712	5.44116	3.77833	2.9436	3.5311	7.08378	8.09777	5.26412	4.65352	5.93845	3.22288	5.24622	4.55387	2.58106	4.1248	6.30794	2.95743	4.44456	1.52208	3.81989	5.38152	5.05945	6.23551	5.32579	8.78143	7.69346	2.05305	4.16404	3.91305	2.76896	6.4646	12.0299	8.1598	8.83395	3.67104	6.14453	5.43077	3.59504	7.2459	3.86071	2.54734	4.11451	3.50342	2.15413	7.40712	6.4897	5.56289	3.90594	5.25149	5.92833	0.513143	1.48151	0.329539	2.39296	1.00566	2.20969	1.87299	0.70933	0.166485	1.14511	2.07442	2.15543	1.58155	2.35589	0.570526	3.17693	2.3507	0.652461	4.10336	3.05904	2.31824	2.64036	4.04568	2.04536	1.89822	0	1.72547	2.04144	1.33919	1.76464	1.10875	1.60156	0.815783	0.350825	0.528186	1.318	1.51682	1.94904	0.166106	2.18104	1.02891	2.28384	1.04621	0.737923	0.876393	0.933567	2.66774	0.934932	1.27018	0.789837	0.15472	0.560083	3.14461	2.4717	1.58436	1.80355	2.33672	1.71465	1.01634	2.02828	2.93688	0.479869	1.29162	0.837917	0.385575	0.163609	0.722614	1.11074	1.98979	1.78035	0	1.4305	4.77028	3.28437	0.923573	1.0292	3.46944	1.71253	1.70877	0.897671	0.603352	3.45781	1.42253	2.47472	0.766619	0.849485	1.29488	2.35703	1.64017	2.13468	1.83611	1.79179	1.32706
"ENSMUST00000065976.11"	2.84136	1.18633	0.011407	7.327	0.394613	9.06392	3.33736	3.15001	4.71037	4.90179	0.000948487	7.86795	2.16611	0	12.7033	6.49988	13.8746	11.9114	0.892311	9.65882	5.49275	0.00484746	10.1407	6.18551	17.714	13.3673	4.59693	3.13571	11.3537	3.40825	4.51844	5.01405	7.32385	8.35764	8.58306	0	2.7842	8.61668	2.59306	17.672	14.9263	13.3567	5.84475	2.38985	0.205321	3.45864	1.38554e-06	4.34235	10.7057	8.26906	10.2635	10.9112	0.33791	0.621681	4.17118	7.71632	8.30231	2.91683	0.569568	14.7476	4.03024	0.000512431	2.56509	6.97242	12.0888	0.090802	7.74893	4.35103	10.2212	5.79879	2.51929	2.40034	7.18017	8.31364	4.55035	4.30475	0.203804	1.00267	8.65039	0	2.41495	9.18318e-06	7.76423	0.914843	0.0285797	0.748449	8.88603	3.15483	15.6217	4.21218	10.3429	2.73875	21.8883	7.92406	4.24686	14.1684	13.5138	1.08422	4.68062	6.19594	0.000844681	19.0658	6.83468	13.8219	0.000786765	7.63637	12.612	4.0755	4.70914	9.46321	6.33926	4.51141	11.0962	9.91271	11.1666	18.137	0.37467	0.445876	7.8716	3.65513	3.79807	20.3362	5.78774	17.2437	21.3353	6.72916	7.9298	12.0844	2.5423	5.02456	36.2679	0	4.35696	3.03757	2.93571	13.6169	7.19018	17.3462	8.51448	6.28149	0.178051	13.3992	2.16451	14.6615	0	18.2838	2.0771	10.6902	4.47877	3.6932	3.90393	7.52269	14.7635	1.18396	3.83238	2.38997	0.31405	11.986	2.49333	2.47335	5.70317	16.5402	1.49233	14.5075	40.3744	15.0803	25.9467	18.884	3.37198	2.12216	7.10945	16.8369	6.01907	0	12.769	0.608001	20.3886	10.912	0.114429	14.5295	15.6983	9.51969	21.4387	11.4568	7.10301
"ENSMUST00000071087.11"	0.573358	3.97493	3.21564	0.728633	1.67632	1.22764	0.167968	0.568954	0	1.84611	1.637	1.45727	0	1.06924	2.12058	2.10604	1.52824	3.40637	1.08921	3.06576	0	0.524505	2.68137	1.93898	0.906159	0.768057	0	0.699023	1.06471	0.876354	1.23996	2.54116	1.3351	1.00193	0.284211	0.288965	1.90165	2.00043	3.40699	1.46794	1.26116	2.77965	7.34724	2.55213	0.665767	0.860678	1.03193	1.01066	1.87601	1.65928	2.45891	3.91282	2.75944	2.29189	2.41362	2.41024	1.0052	0.413455	1.13575	1.11683	0.844647	0.948276	4.58855	1.52941	1.27149	1.87941	1.35681	1.93678	3.44489	1.23044	0.860162	1.30994	1.51593	0.759174	1.78242	2.89087	2.39476	1.57747	2.26631	1.62069	1.61118	1.13023	3.13226	0.894793	2.75964e-07	1.58672	0.380493	2.29318	2.47253	1.29726	2.47919	2.23587	2.57472	1.04037	0.632223	3.54508	3.4575	3.64704	0.625046	3.04642	0	1.8061	4.90692	2.34921	1.40745	3.9424	2.0208	1.26827	3.49132	4.9226	2.4386	0.856356	3.78201	2.8174	3.31694	3.90793	0	0.998952	2.37159	4.12954	2.64954	2.81934	4.88422	4.94259	3.79827	3.64388	3.25079	4.2731	6.03802	3.6665	5.20964	1.44954	3.09243	2.4899	4.25931	2.97275	1.95431	3.35561	2.18155	2.30822	2.24837	3.68544	4.29975	1.75504	5.22683	5.97968	2.15176	2.94033	3.55386	1.79238	4.65798	4.158	2.76032	2.76253	4.19228	1.01105	2.2108	1.68608	4.40059	2.92846	2.25128	2.5482	2.9021	4.44939	3.18739	3.6399	2.05288	1.09092	2.33026	3.82563	0.821561	3.10097	2.01444	2.93498	0	5.41064	3.03283	1.79103	1.10646	5.4189	3.19952	4.36468	2.0581	4.47757	3.21172
"ENSMUST00000076817.4"	10.2731	15.0372	17.9131	11.738	10.593	10.6758	8.21274	8.60414	16.6268	7.88072	8.27034	6.5343	9.6193	14.1494	21.8036	10.2055	14.7665	7.37082	15.7318	36.1062	9.85543	6.37412	13.5559	14.0558	8.26313	8.36951	11.2838	6.80661	11.5004	13.2057	6.49499	13.0401	9.29486	9.18161	16.0492	15.19	7.62479	18.3934	11.1707	19.6367	9.59705	13.0055	13.8219	6.40557	16.1953	4.54682	12.0054	10.9853	18.6254	12.9549	6.58062	8.46608	12.5956	9.0231	8.41742	13.396	11.9201	23.3088	9.21055	9.5551	14.1852	13.3807	12.7567	15.3697	8.05031	10.5695	11.4587	7.28711	17.0929	6.3255	13.4282	8.98756	8.98217	17.6636	7.88081	14.1515	13.6911	14.2866	17.6078	17.4894	19.2457	11.6798	10.1566	9.22108	11.547	11.181	8.92363	13.5085	6.63574	12.9066	15.933	10.5843	14.636	26.0227	10.3481	13.3153	14.3008	34.1196	11.3959	19.2247	18.3995	10.0411	28.7572	11.6098	13.3198	15.2843	25.9551	21.1874	10.5072	14.2589	19.3434	15.8285	11.9385	18.7901	9.98891	16.8006	9.55736	8.65761	22.2711	11.7338	11.4843	28.8893	16.3182	20.1896	10.9652	12.7988	8.23706	16.9527	25.6868	14.2747	10.361	23.1104	18.1115	18.2142	9.99213	15.2498	13.1451	26.193	12.0385	9.31237	29.255	14.4278	15.3217	8.60073	13.7499	20.9864	8.45632	19.9908	11.3241	13.1583	15.7204	9.94524	6.13068	11.8552	9.68479	4.69267	10.1448	7.76279	13.163	10.5265	13.7264	17.07	20.0831	17.1676	12.2724	5.04763	16.0699	17.212	12.5218	14.554	15.4405	15.6788	9.15538	33.4715	20.8228	23.3484	17.4096	12.3202	18.8261	4.86839	27.7903	21.6808	20.6094	15.2839	24.6318
"ENSMUST00000082034.12"	3.32172e-08	6.38595e-06	4.09334	0.0131321	0.0735258	0.019621	1.10699e-08	1.42685e-06	0.00035256	0	0.0482427	0.0239278	0	0	6.5747e-05	0.000510963	0.0128134	0	0.00142855	0.000309905	0.0510447	0.00115088	0	2.08043e-06	0	0.0451612	0.0156974	0.00585495	2.24781e-06	0.00155409	2.3706e-07	4.48977e-08	0	6.77267e-05	0.150917	0	0.000780139	0.00760045	0.00145323	3.72117e-08	6.51509e-07	9.88971e-08	1.20025e-07	2.8155e-06	0.122438	1.4714e-05	0.0323126	3.48324e-08	0.000267408	0.0876189	2.12184e-06	0.00170439	0.0338645	0	0	0.185688	0	0.0688506	0.00537631	2.72725e-06	7.62331e-09	0	0.11152	0.00252656	0	0	6.17071e-05	0	7.77446e-05	2.12141e-08	2.22246e-08	0.067433	1.92894e-05	0.000387327	1.74029e-06	0	0	2.24623e-06	0.000789481	1.55731e-07	0.0012787	0	0	0	0.0857887	0.0637586	0.0264722	0	3.32933e-07	1.12384e-05	0.00212902	0.0620503	3.99103e-08	0.0377362	0	9.42117	1.14956	0.527007	0.154901	0.000280614	14.29	1.12911	5.82805	3.05058	12.2211	0	3.12704	0.000563662	0.0398711	11.0642	0	1.59398e-08	0.121789	0.271822	7.47409e-09	4.3467	3.73303	10.9627	0.00577719	1.56068	0.000435197	0.000232945	10.8939	3.60568	4.52813	1.52155e-09	12.5832	16.7116	0.202683	0.000106365	0.000573155	9.1157	4.9474e-08	9.42727	0.000424026	2.36305	18.2763	0.696896	0.019644	0.0658937	16.8803	0.923165	0.00271677	19.3381	0.000101265	11.7814	9.52665	2.43508	0.00129854	0.0150898	6.7226	11.3865	16.3523	18.7078	7.88336	0.0154414	3.58887	0.0676031	0.0346232	0	12.8379	23.513	0	10.9731	18.0425	14.435	8.75463	4.43626	8.16652	5.02629e-06	0.720064	10.6635	10.0047	2.90177	1.74898	0	0.0500089	0	11.5833	0.0751257	1.85466e-08	9.268e-08	5.52301	0.00636191	0.00618828
"ENSMUST00000082108.11"	5.41345	2.83212e-08	0.830323	1.39509	6.08722e-07	1.46768	0.142126	0.798282	0	5.17248	1.24732	1.50528	0.230681	6.55004	0.00183851	3.67585	1.88362e-06	3.74085	0.571154	6.27088e-10	6.63878e-06	1.39224	0.712209	2.19747	1.52958	0.0562363	1.02228	1.04767	4.19297	1.07625	3.43664	0.300056	2.48765	0.682108	1.02659	0.847753	1.96032	1.85288	6.6235	4.41133	0.261827	1.51881	0.0586028	5.81325	0.725059	0.235422	2.21176	0.0420504	6.39738	1.51663	0.0555259	4.11455	4.32435	0.134782	3.65635	2.24986	1.79889	2.31079	0.934658	3.95999	1.99724	0.869183	4.07574	5.91256	0	4.31479	3.32806e-09	1.76266	3.30725	2.31419	4.64777	5.01218	6.15783	0.00352265	2.04552	5.40373	0.141281	0.150245	1.90931	9.5088	0.49155	8.33251e-09	0.0530664	1.07668	3.38532	6.27444e-07	1.93994	4.03988e-07	2.01354	4.74628	6.43964	1.43364	0	0.447432	0	6.39158e-06	2.70749	0.368175	0	1.52177	0	8.37115e-07	0.00011089	0	3.81621e-05	7.51576e-10	2.95055e-08	0	3.02745	0.000138282	1.4261e-06	0.000219268	0.579638	0.0217211	2.0357	0.598895	1.94556e-07	0	0	0	0.000787848	0	1.61546e-08	1.95286	0	0.69399	1.35333	1.51504e-05	0.0929499	5.46336e-09	0.00477347	1.11471e-08	0	1.89627e-08	0.421535	9.25516e-06	1.18602	0	0	0.292559	4.09444e-06	0.0440192	0.000412768	0	1.1286	2.20596e-07	1.09187	0.635737	0.00786623	3.1183e-09	3.50037e-09	0.593408	0	0	7.19757e-08	0	0.251818	2.43755e-06	3.10209e-07	0	2.99848e-09	2.65127e-08	3.79133e-07	1.0394	3.8951	0	1.34846	0.712253	0.00450007	1.44534e-05	1.1841	8.28587e-08	0	0.00258777	2.44062	0.446358	0.115033	0.000401618	0	1.3493	0	1.55697	0.225584	0.350304	0
"ENSMUST00000084301.11"	0	0	0.01449	0.0126539	5.99354e-09	2.03709e-06	0	0	0.0554924	0	0	0.0349146	0.233406	1.22692	1.82723e-10	3.90879e-09	5.9061e-05	3.58873e-10	0.000375749	0	0	3.35172e-08	7.23129e-07	4.14509e-05	1.89048e-06	0.119857	1.62255e-06	6.35371e-10	7.87531e-08	0	6.69546e-07	7.31524e-10	1.42695e-08	0.00749504	1.76177	1.54243e-08	4.02704e-09	0	0	0.542794	0	2.25293	0	0	0	7.3514e-07	0	0.483896	9.36252e-07	0.785834	0.342634	0	0	0.000475086	1.6126e-10	0	1.56675e-08	4.9559e-06	0.097595	6.45494e-07	1.02844	2.92336e-07	0	1.98132e-07	0.00688015	0.000136425	0.00431726	0.226635	0	0	3.49855e-07	0.00263452	1.43628e-05	1.11414e-06	0.137506	9.50846e-08	4.65795e-06	1.35653e-06	3.23905e-07	0.000224331	0	7.1653e-08	0	0	0	0	0.0238414	0.00156533	0	0	3.66741e-07	5.13347e-07	0	8.56628e-06	0	0	0	2.37132e-05	0	1.42729e-09	0	3.2782e-06	0	0	1.6459e-08	8.59446e-10	0	5.54845e-05	0	0.00062572	0	0	0	0	0.0190107	1.82745e-08	0	0.0126728	1.76525	9.05053e-07	0.000653514	7.6118e-08	0.255186	0.121482	2.67466e-05	0.000254921	0	0	0	1.5682e-08	0.000453722	1.64585e-05	2.18406e-07	0	0	0.00193119	0	0	0.0665075	0	0.00166917	0.886883	0	9.3217e-07	0	0	0.120456	8.50806e-07	2.03585e-07	1.04116e-08	0.00283446	0	0	0	0.00530559	3.18037e-06	0	0.0157472	0	0.0151118	0	1.40954e-07	0	0	1.21719e-09	0	1.76216e-09	0	0	0	3.25492e-07	9.98785e-07	0	0	0	0	0.0159165	0	0.00246276	0	2.81764e-06	4.06522e-08	0	0	0
"ENSMUST00000088113.10"	4.33172	3.33306	0	0	1.1569e-05	0	0	0	0	4.48913e-05	0	0	2.14384	1.18371	1.26228e-05	0	0	0	2.95603e-06	1.9249	0	5.62969e-07	1.07455	0	0	1.62229e-08	0	1.00456e-07	0	0	1.45015	0	0.000113745	0.00228786	0	0	0	0.395166	0	0.775465	0	0	0	8.33749e-07	0.00711921	0.634684	0	0	0	0	0	0	0	0	0.00362095	0	0.531266	2.14917e-07	0	0.58043	0	1.88435	1.93051	0	0	0.302682	1.08386	0.0741937	5.59445e-08	1.6457	0	0	0	0.00723494	0	4.3081	0	4.89978	0	4.41159e-06	2.60367e-06	4.92004e-06	9.2064e-06	0.412224	1.68365	0	0.575008	0.000471791	1.17247	0	0	0	0	0	0	0	0	2.35312	0	0	0	1.00109e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.73357	0	0	0	0	0.859066	0	0.695155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ENSMUST00000088615.10"	5.56944	5.67278	7.49086	2.07665	0.0923873	9.28035	6.65098	3.22468	0.0934772	3.37588	2.11627	9.4589	4.52631	4.50764	2.84922	3.9971	6.22019	4.884	5.56	6.12011	10.962	7.57502	5.40692	14.9866	1.60752	4.08578	8.03806	7.62539	3.97008	8.31845	7.73994	4.63391	3.86949	6.12689	2.15635	6.84784	4.55136	10.5677	4.96535	4.25359	0	3.17371	6.40602	2.71545	5.76242	1.82977	10.1395	3.77851	4.84275	4.4351	7.85178	10.9698	2.97368	1.59345	4.90523	4.62182	9.65962	10.535	1.55633	2.53619	5.68384	5.08666	8.61116	6.24565	2.45098	2.03222	1.17008	13.6224	2.83895	6.72618	2.37689	0.937714	3.19861	1.45081	6.62901	8.57027	8.00543	3.92367	2.35299	10.6339	8.29935	3.41175	5.12709	3.63986	7.34467	1.43351	6.47173	7.72267	3.10957	3.45498	9.22594	4.94053	12.2053	22.3991	19.2842	12.7629	29.2102	22.6383	16.108	15.1043	2.24909	20.7243	18.0572	18.6612	19.6812	15.277	21.9493	30.529	27.1484	9.53278	22.2493	21.673	20.1698	18.534	19.1142	13.5083	8.57937	13.997	22.7767	26.9012	20.3593	21.3715	14.9997	16.1351	20.8149	18.6202	16.5782	22.823	19.1605	17.4581	25.6201	12.4119	23.0585	16.226	19.6485	26.4354	20.5907	17.5179	12.0336	10.6708	14.059	23.838	24.3946	18.1007	20.4595	9.7163	10.4644	23.1218	22.2945	14.8862	21.19	15.4078	16.5946	16.3491	14.7082	22.7592	18.5524	19.7041	23.7535	25.1779	18.433	8.84341	16.3568	30.6518	18.2759	27.06	26.6181	11.7545	27.432	21.1189	17.6352	23.7646	21.7355	6.0182	16.2828	31.1465	19.6024	25.9155	17.0083	22.2433	23.547	21.1818	25.5173	20.0299	23.1626
"ENSMUST00000088658.10"	2.26736	2.06398	1.49635	1.3577	1.32568	1.18565	0.549363	0.0495012	1.6767	2.35271	0.087065	0.773262	1.97445	3.08417	1.13362	3.03718	1.39186	2.52669	0.944481	1.35107	2.19056	0.849962	0	3.05424	0.506846	2.15332	1.45127	1.08846	1.19091	0.605435	0.970141	1.76787	0.769437	1.75163	0.46061	2.75549	1.79246	0.743138	0.774055	6.58916	2.28192	2.70253	3.95656	4.69404	0.870011	0.72015	1.5651	2.47777	0.79353	1.962	0.838767	1.0239	0	0.698773	0.624478	0.362516	1.4886	0.21689	1.24625	0.771461	4.31392	1.69919	3.02132	0.257712	1.68638	1.60743	0.519685	2.31122	0.442467	1.55622	2.57883	2.13964	4.64592	0.797578	1.27625	1.32306	2.04692	0.857389	0.792051	1.87658	2.13822	1.02762	0.410013	2.50922	0.663835	2.884	1.02243	1.25572	1.18122	1.00746	2.23083	0.643212	1.52855	4.88225	0	1.04095	3.24201	7.04693	1.30374	3.833	2.86752	0.968828	3.78549	1.58474	1.57209	2.43565	2.1252	4.16996	0.747914	6.59943	0.609893	2.0777	0.164721	0.61769	0.889579	8.33341	2.79267	2.08871	0.551287	0.711565	1.1975	1.20174	3.70842	1.62751	0	2.92945	1.48274	0.0865023	3.29543	0.924043	2.58424	3.10041	7.03614	1.09749	0.652988	1.92215	0.291961	3.30893	2.55347	0.765115	4.42311	1.75753	2.26204	0.129386	1.44694	2.25946	0.812158	2.34905	2.11705	0.424018	3.15551	1.85321	2.03738	2.80395	1.99892	0	0.668754	2.12038	0.924829	0.671065	1.6079	0.805133	0.957212	3.89543	0.635023	4.33784	2.38258	2.19145	0.458854	6.99729	2.20815	1.11676	1.42111	1.39841	6.12625	3.12543	2.73974	5.92208	1.71258	3.68226	10.0562	4.99064	0.967015	0.990613	0.383667
"ENSMUST00000088911.3"	4.62071	4.96667	4.13651	2.47726	1.47452	1.59492	0	0	0.141738	4.31359	2.42016	1.01611	0.816876	5.8549	2.95034	2.04831	1.37949	1.47712	1.36435	2.80193	3.38875	2.19786	0.461204	0.744718	0.74047	2.37945	0.836942	1.35998	0.841841	3.69953	2.88989	2.60485	3.15696	0.155334	1.74602	3.3413	0.697422	1.91107	1.70408	1.9604	0.886587	2.03861	0.146705	4.66813	4.58536	1.5938	2.61171	1.30228	2.46133	2.63618	1.12359	0.161643	0.944385	2.19688	0.136668	1.62677	2.44663	5.71971	2.12161	1.75363	6.07645	1.01905	2.06992	0.655575	1.50992	4.1249	3.43061	3.35244	9.40731	1.43434	0	1.61735	1.32202	1.60391	0.624284	2.3457	2.12475	4.89878	3.67372	4.89622	6.10936	0.577271	0.165756	5.23372	2.60196	0.996971	0	4.95246	1.13002	4.05787	3.2174	0.633035	1.69616	3.53487	12.9825	1.17537	0.785145	3.97697	1.46838	0.174316	0.201782	5.40473	1.41238	1.6301	2.19949	2.73967	6.33835	3.31303	4.06643	0.3254	2.09224	3.31841	8.33354	1.87749	3.33625	1.15089	0.276461	4.24822	0.748646	5.23729	0.462219	2.14494	3.73789	1.38315	2.0046	2.50617	0.584147	3.91606	0.642796	0	2.01597	1.1666	1.61241	1.44243	0.297344	3.30217	2.65359	5.8592	0.62337	2.57652	2.48837	2.08579	2.98401	0	0.452213	0.795823	2.79887	5.1768	2.6786	0.37651	3.80392	1.95889	2.83105	2.40792	2.06966	0	1.85937	0	2.8891	1.55235	2.82877	2.91047	2.77145	0.348754	2.39346	1.00243	3.10271	1.34327	2.65621	1.13742	1.70268	1.43788	4.78705	0.480176	0	2.30137	2.78262	1.13979	3.44653	2.19014	2.43664	0.355925	4.14972	0.160728	1.09229
